281,A. R. Chandler
282,A. R. Eguiguren
283,A. R. Guerney
284,A. R. Gurney
285,A. R. Hope
286,A. R. Hope Moncrieff
287,A. R. Melrose
288,A. R. Myers
289,A. R., Dr Hari
290,A. Ralph Epperson
291,A. Ray Elkins
292,A. Richard Barber
293,A. Rimbauld
294,A. Robbe-Grillet
295,A. Roberts
296,A. Roger Merrill
297,A. Rosalie David
298,A. Roy Petrie
299,A. Rupert Hall
300,A. Rushton
301,A. Ryan Nerz
302,A. S. Byatt
303,A. S. Cua
304,A. S. Hornby
305,A. S. Neill
306,A. S. Romanov
307,A. Sage
308,A. Saint-Exupery
309,A. Scott Berg
310,A. Seton
311,A. Sewell
312,A. Sherfan
313,A. Silberschatz
314,A. Sinclair
315,A. Siniavskii
316,A. Soto
317,A. Sow Fall
318,A. Sparkes
319,A. Sperling
320,A. Stassinopoulos
321,A. Strindberg
322,A. Susan Williams
323,A. T. Mann
324,A. Thomas
325,A. Tom Topper
326,A. Towle
327,A. Trigg
328,A. Tyrrell
329,A. V. Sellwood
330,A. Van Dis
331,A. Verghese
332,A. W Moore
333,A. W Reed
334,A. W. Gray
335,A. W. Palmer
336,A. W. Tozer
337,A. Wainwright
338,A. Walton Litz
339,A. Wayne Roberts
340,A. Westbrook
341,A. Whitney Brown
342,A. Wilkes
343,A. William Robinson
344,A. Williams
345,A. Wimschneider
346,A. Zee
347,A. den Doolaard
348,A.-L. Kennedy
349,A.A. ATTANASIO
350,A.A. Attanasio
351,A.A. Carr
352,A.A. Cumming
353,A.A. Fair
354,A.A. MILNE
355,A.A. Milne
356,A.B. Daniel
357,A.B. Facey
358,A.B. Paterson
359,A.C. Bhaktivedanta Swami
360,A.C. Bhaktivedanta Swami Prabhupada
361,A.C. Cawley
362,A.C. Crispin
363,A.C. Ellis
364,A.C. Gordon
365,A.C. Graham
366,A.C. Grayling
367,A.C. Montgomery
368,A.C. Pomahoba
369,A.E. Cannon
370,A.E. Ellis
371,A.E. Hotchner
372,A.E. Houseman
373,A.E. Maxwell
374,A.E. Parker
375,A.E. Van Vogt
376,A.E. Waite
377,A.E. Weiss
378,A.E.W. Mason
379,A.G. Elliot
380,A.G. Mojtabai
381,A.J. Augarde
382,A.J. Benza
383,A.J. Chevalier
384,A.J. Cronin
385,A.J. Dunning
386,A.J. JACOBS
387,A.J. Jacobs
388,A.J. Langguth
389,A.J. Liebling
390,A.J. McCallen
391,A.J. Orde
392,A.J. Quinnell
393,A.J. Russell
394,A.J. Wood
395,A.J.P. Taylor
396,A.K. Dewdney
397,A.K. Legg
398,A.L. Farley
399,A.L. Kennedy
400,A.L. Singer
401,A.L. WILLIAMS
402,A.L. White
403,A.M. HOMES
404,A.M. Homes
405,A.M. Klein
406,A.M. Miandij
407,A.M. Monson
408,A.M. Rosenthal
409,A.M. \Tex\" Johnson"
410,A.N. Jeffares
411,A.N. Ocker
412,A.N. Roquelaure
413,A.N. Wilson
414,A.P. Dobson
415,A.R. Ammons
416,A.R. Morlan
417,A.R. Myers
418,A.R. Radcliffe-Brown
419,A.R. Riefe
420,A.R.R.R. Roberts
421,A.S.  Byatt
422,A.S. BYATT
423,A.S. Byatt
424,A.S. Hitchcock
425,A.Susan Williams
426,A.T Langford
427,A.T Mann
428,A.T. Hatto
429,A.T. Mann
430,A.W. Gray
431,A.W. Mykel
432,A.W. Reed
433,A.W. Tozer
434,A.a Milne
435,AA.VV.
436,AAA
437,AAA Publishing
438,AARON ALLSTON
439,AARON HAMBURGER
440,AARON LANSKY
441,AARON NAPARSTEK
442,ABBE Prevost
443,ABRAHAM CAHAN
444,ABRAHAM LINCOLN
445,AD HUDLER
446,ADAIR LARA
447,ADAM BELLOW
448,ADAM GAFFIN
449,ADAM HASLETT
450,ADAM ROBINSON
451,ADAM SMITH
452,ADAMS
453,ADELE STAN
454,ADELE WISEMAN
455,ADELINE YEN MAH
456,ADRIANA TRIGIANI
457,AElig;leen Frisch
458,AGATHA CHRISTIE
459,AHD
460,AHLBERG
461,AINSLIE T. EMBREE
462,AJ Butcher
463,AL FRANKEN
464,AL PERKINS
465,ALAIN DE BOTTON
466,ALAN BENNETT
467,ALAN DEAN FOSTER
468,ALAN DEUTSCHMAN
469,ALAN FURST
470,ALAN HOLLINGHURST
471,ALAN OKEN
472,ALB3
473,ALBERT CAMUS
474,ALBERT EINSTEIN
475,ALBERT FRENCH
476,ALBERTO MORAVIA
477,ALEKSANDAR HEMON
478,ALESSANDRO BOFFA
479,ALEX BARKER
480,ALEX COMFORT
481,ALEX HALEY
482,ALEX WELLEN
483,ALEX WITCHEL
484,ALEXANDER HAMILTON
485,ALEXANDER IRVINE
486,ALEXANDER MCCALL SMITH
487,ALEXANDER PUSHKIN
488,ALEXANDRA DAVID-NEEL
489,ALEXANDRA FULLER
490,ALEXANDRA PENNEY
491,ALEXANDRA STODDARD
492,ALEXANDRE DUMAS
493,ALEXIS DE TOCQUEVILLE
494,ALFRED HABEGGER
495,ALFRED MASON AMADON
496,ALFRED PORTALE
497,ALFREDO BRYCE-ECHENIQUE
498,ALI SMITH
499,ALICE ADAMS
500,ALICE BORCHARDT
501,ALICE HOFFMAN
502,ALICE KAHN LADAS
503,ALICE MCDERMOTT
504,ALICE STEINBACH
505,ALICE WALKER
506,ALISON C. ROSE
507,ALISON G. TAYLOR
508,ALISON GORDON
509,ALISON MCGHEE
510,ALISON WEIR
511,ALIX KATES SHULMAN
512,ALLAN COLE
513,ALLAN GURGANUS
514,ALLAN MALLINSON
515,ALLAN PEASE
516,ALLAN ZOLA KRONZEK
517,ALLEN KLEIN
518,ALLEN M. DVM MS SCHOEN
519,ALLEN MANDELBAUM
520,ALLIE SHAW
521,ALLISON GLOCK
522,ALLISON PEARSON
523,ALMA GUILLERMOPRIETO
524,ALMA R. HUTCHENS
525,ALVAH SIMON
526,ALVIN M. JOSEPHY
527,ALYSSA BRUGMAN
528,AMANDA CRAIG
529,AMANDA CROSS
530,AMANDA QUICK
531,AMELIA ATWATER-RHODES
532,AMELIA KINKADE
533,AMIR D. ACZEL
534,AMIT CHAUDHURI
535,AMITAV GHOSH
536,AMMIEL HIRSCH
537,AMULYA MALLADI
538,AMY BLOOM
539,AMY CHUA
540,AMY DACYCZYN
541,AMY GRAY
542,AMY KEEHN
543,AMY TAN
544,ANDRE III DUBUS
545,ANDREA DI ROBILANT
546,ANDREA IMMER
547,ANDREA POSNER-SANCHEZ
548,ANDREA SMITH
549,ANDREA VAN STEENHOUSE
550,ANDREW BURSTEIN
551,ANDREW COHEN
552,ANDREW FOX
553,ANDREW GUTELLE
554,ANDREW LECKEY
555,ANDREW MD WEIL
556,ANDREW PHD ROSS
557,ANDREW SULLIVAN
558,ANDREW TODHUNTER
559,ANDREW VACHSS
560,ANDY
561,ANDY BEHRMAN
562,ANGELA ELWELL HUNT
563,ANGELA Y. DAVIS
564,ANIKA NAILAH
565,ANITA BROOKNER
566,ANITA LIBERTY
567,ANITA RAU BADAMI
568,ANN BARRY
569,ANN BEATTIE
570,ANN BENSON
571,ANN BRASHARES
572,ANN BRAYBROOKS
573,ANN CAMERON
574,ANN COULTER
575,ANN HALAM
576,ANN LOUISE BARDACH
577,ANN LOUISE GITTLEMAN
578,ANN PACKER
579,ANNA BEER
580,ANNA FIENBERG
581,ANNA HELD AUDETTE
582,ANNA JANE HAYS
583,ANNA QUINDLEN
584,ANNA SEWELL
585,ANNA THOMAS
586,ANNE APPLEBAUM
587,ANNE BANCROFT
588,ANNE BARING
589,ANNE D. LECLAIRE
590,ANNE FINE
591,ANNE FRANK
592,ANNE MARIE COLBIN
593,ANNE MCCAFFREY
594,ANNE MORROW LINDBERGH
595,ANNE NELSON
596,ANNE PERRY
597,ANNE PHD MOIR
598,ANNE RAMPLING
599,ANNE RAVER
600,ANNE RICE
601,ANNE SCOTT
602,ANNE TYLER
603,ANNE WALDMAN
604,ANNETTE CURTIS KLAUSE
605,ANNETTE LAPLACA
606,ANNIE COBB
607,ANNIE INGLE
608,ANNIE WANG
609,ANTHONY BRUNO
610,ANTHONY C. MEISEL
611,ANTHONY DE MELLO
612,ANTHONY DESTEFANO
613,ANTHONY LEWIS
614,ANTON CHEKHOV
615,ANTONIA FRASER
616,APPLE JORDAN
617,APRIL FROST
618,APRIL HALPRIN WAYLAND
619,ARIANNA HUFFINGTON
620,ARIEL DORFMAN
621,ARLENE J. CHAI
622,ART SPIEGELMAN
623,ARTHUR C. CLARKE
624,ARTHUR CONAN DOYLE
625,ARTHUR HAILEY
626,ARTHUR JEON
627,ARTHUR JR LEVITT
628,ARTHUR KOESTLER
629,ARTHUR PHILLIPS
630,ARTHUR SLADE
631,ARTHUR WALDHORN
632,ARTURO PEREZ-REVERTE
633,ARUNDHATI ROY
634,ASI Student Project
635,AURELIUS BATTAGLIA
636,AYN RAND
637,AYYA KHEMA
638,AZAR NAFISI
639,Aa.Vv
640,Aaaaaa
641,Aage Henriksen
642,Aamer Hussein
643,Aaron Acevedo
644,Aaron Allston
645,Aaron Bank
646,Aaron Betsky
647,Aaron Cometbus
648,Aaron Copland
649,Aaron Dean Hall
650,Aaron Elkins
651,Aaron Fletcher
652,Aaron Hass
653,Aaron Hicklin
654,Aaron Hsu-Flanders
655,Aaron Iceman
656,Aaron J. Elkins
657,Aaron Karo
658,Aaron Kramer
659,Aaron Latham
660,Aaron Lawrence
661,Aaron M. Davis
662,Aaron Maree
663,Aaron McGruder
664,Aaron Percifull
665,Aaron Richard Golub
666,Aaron Roy Even
667,Aaron Shepard
668,Aaron Sorkin
669,Aaron Spelling
670,Aaron T. Beck
671,Aaron Weiss
672,Aaron Zelman
673,Aaron Zerah
674,Aarón Cupit
675,Aat Vervoorn
676,Abba Solomon Eban
677,Abbas Milani
678,Abbe Lane Leff
679,Abbe Prevost
680,Abbey
681,Abbie F. Salny
682,Abbie F., Dr. Salny
683,Abbie Hoffman
684,Abbie Morgan Madenwald
685,Abbie Salny
686,Abbie Zabar
687,Abbott Burke
688,Abby Adams
689,Abby Bardi
690,Abby Denson
691,Abby Frucht
692,Abby Goodnough
693,Abby Haight
694,Abby Kanter
695,Abby Levine
696,Abby Marks-Beale
697,Abby Ruoff
698,Abd Al-Hayy Moore
699,Abd. Talib b. Mohd. Hassan
700,Abdelhak Serhane
701,Abdelkebir Khatibi
702,Abdellatif Laâbi
703,Abdourahman A. Waberi
704,Abdourahman Ali Waberi
705,Abdu'L-Baha
706,Abdul Smith
707,Abdullah Hassan
708,Abdullah Hussain
709,Abdullah Yusuf Ali
710,Abdulrazak Gurnah
711,Abe Opincar
712,Abel Laxamana
713,Abel Matias
714,Abel Montagut
715,Abel Paz
716,Abel Pohulanik
717,Abel Posse
718,Abensur
719,Abha Dawesar
720,Abi Morgan
721,Abigail Adams
722,Abigail Browning
723,Abigail Dewitt
724,Abigail Gordon
725,Abigail McDaniels
726,Abigail Padgett
727,Abigail Reed
728,Abigail Stone
729,Abigail Tabby
730,Abigail Thomas
731,Abigail Trafford
732,Abigail Van Buren
733,Abigale McDaniels
734,Abingdon Press
735,Abk Publ
736,Able Jones
737,Abnett
738,Abra Taylor
739,Abraham  Silberschatz
740,Abraham B. Yehoshua
741,Abraham Cahan
742,Abraham Chapman
743,Abraham H.  Maslow
744,Abraham H. Lass
745,Abraham Harold Lass
746,Abraham Harold Maslow
747,Abraham J. Klausner
748,Abraham J. Malherbe
749,Abraham J. Twerski
750,Abraham Joshua Heschel
751,Abraham Lincoln
752,Abraham Merritt
753,Abraham Morgentaler
754,Abraham N. Lieberman
755,Abraham Pais
756,Abraham Rodriguez
757,Abraham Silberschatz
758,Abraham Sperling
759,Abraham Verghese
760,Abraham, Jr. Rodriguez
761,Abraham. Chill
762,Abrahams Marc
763,Abram Kanof
764,Abram S. Himelstein
765,Abram Terts
766,Abram Tertz
767,Abrams
768,Abu Hassan Morad
769,Abubaker Tafawa, Sir, Balewa
770,Abulkalam M. Shamsuddin
771,Academic Industry
772,Academy of American Poets
773,Access Guides
774,Access Press
775,Access Travel Guides
776,Ace Atkins
777,Ace Collins
778,Ace Starry
779,Acharya S
780,Achille Campanile
781,Achim Broger
782,Achim Br�?¶ger
783,Achmat Dangor
784,Achy Obejas
785,Action Sounds
786,Acton Figueroa
787,Ad ten Bosch
788,Ad van Iterson
789,Ada Bassett Litchfield
790,Ada Byrge
791,Ada Cambridge
792,Ada Fitzwilliam
793,Ada Graham
794,Ada Muir
795,Ada Petrova
796,Ada Steward
797,Adah Bakalinsky
798,Adair
799,Adair Lara
800,Adalbert A. Vogl
801,Adalbert De Vogue
802,Adalbert Stifter
803,Adalee Winter
804,Adam Adler
805,Adam Bagdasarian
806,Adam Barrow
807,Adam Beechen
808,Adam Berlin
809,Adam Brate
810,Adam Braver
811,Adam Bryan
812,Adam C. Engst
813,Adam Cadre
814,Adam Chilson
815,Adam Christing
816,Adam Cohen
817,Adam Cole
818,Adam Connell
819,Adam Davies
820,Adam Dolgins
821,Adam Douglas
822,Adam Drozdek
823,Adam Engst
824,Adam Fifield
825,Adam Ford
826,Adam Gamble
827,Adam Gittlin
828,Adam Gopnik
829,Adam Gottlieb
830,Adam Green
831,Adam Gussow
832,Adam Hall
833,Adam Hanft
834,Adam Hart-Davis
835,Adam Haslett
836,Adam Hochschild
837,Adam J. Jackson
838,Adam Jamrozik
839,Adam Johnson
840,Adam Kendon
841,Adam Kennedy
842,Adam Killick
843,Adam Klein
844,Adam L. Penenberg
845,Adam Langer
846,Adam Lassiter
847,Adam Lebor
848,Adam Lee
849,Adam Long
850,Adam M. Brandenburger
851,Adam Makkai
852,Adam Mastoon
853,Adam McCauley
854,Adam McGovern
855,Adam Micxkiewicz
856,Adam Mills
857,Adam N. Joinson
858,Adam Nicolson
859,Adam Osterweil
860,Adam Palmer
861,Adam Parkes
862,Adam Peltzman
863,Adam Pertman
864,Adam Phillips
865,Adam Pratt
866,Adam R. Holz
867,Adam Rapp
868,Adam Roberts
869,Adam Robinson
870,Adam Sia
871,Adam Sisman
872,Adam Smith
873,Adam Suddaby
874,Adam Sygor
875,Adam Thirlwell
876,Adam Thorpe
877,Adam Troy Castro
878,Adam Victor
879,Adam Warren
880,Adam Werbach
881,Adam Williams
882,Adam Woog
883,Adam Yates
884,Adam Zameenzad
885,Adam Zamoyski
886,Adam Zickerman
887,Adam-Troy Castro
888,Adams
889,Adams Casey
890,Adams Rouns Table
891,Adc
892,Adc the Map People
893,Addams
894,Addison Steel
895,Addison Wesley
896,Addison Wesley Longman
897,Adel Garcia Morales
898,Adel S. Sedra
899,Adela Gago Valersi
900,Adela Gregory
901,Adela Hernandez Gonzmart
902,Adela St. Johns
903,Adela Vergara
904,Adelaida García Morales
905,Adelaide Bry
906,Adelaide Holl
907,Adelaide Hull
908,Adelaide N Baker
909,Adelbert von Chamisso
910,Adele Ashworth
911,Adele Beatrice Lewis
912,Adele Crockett Robertson
913,Adele De Leeuw
914,Adele Droblas Greenberg
915,Adele Faber
916,Adele Geras
917,Adele Getty
918,Adele Griffin
919,Adele J. Haft
920,Adele Lang
921,Adele M. Scheele
922,Adele Mongan
923,Adele Olivia Gladwell
924,Adele Parks
925,Adele Puhn
926,Adele Puhn-Adelepuhn
927,Adele Q. Brown
928,Adele Read
929,Adele Roberts
930,Adele Robinson
931,Adele Wiseman
932,Adelheid Ohlig
933,Adeline Garner. Shell
934,Adeline Yen Mah
935,Adell Harvey
936,Adelle Davis
937,Adelma Grenier Simmons
938,Adi Kent Th Jeffrey
939,Adib Khan
940,Adilakshmi Olati
941,Adin Steinsaltz
942,Adina Blady-Szwajgier
943,Adina Hoffman
944,Adiraja Dasa
945,Adirana Trigiani
946,Adler
947,Adnre Norton
948,Adobe Creative Team
949,Adobe Systems Inc
950,Adolf Adam
951,Adolf Erman
952,Adolf Guggenb�?¼hl-Craig
953,Adolf Hitler
954,Adolf Holl
955,Adolf Hungry Wolf
956,Adolf Lamprecht
957,Adolf Muschg
958,Adolf Schröder
959,Adolfo Bioy Casares
960,Adolfo Marsillach
961,Adolfo Perez Esquivel
962,Adolfo Robleto
963,Adolph Francis Alphonse Bandelier
964,Adolph Moser
965,Adreana Robbins
966,Adriaan Venema
967,Adriaan van Dis
968,Adrian  Berry
969,Adrian Akmajian
970,Adrian Ann Rapp
971,Adrian Berry
972,Adrian Boot
973,Adrian Buckley
974,Adrian C. Louis
975,Adrian Cockcroft
976,Adrian Cole
977,Adrian Collins
978,Adrian Conan Doyle
979,Adrian Desmond
980,Adrian Edmondson
981,Adrian Fogelin
982,Adrian Forsyth
983,Adrian G. Gilbert
984,Adrian Gilbert
985,Adrian Golding
986,Adrian Goldsworthy
987,Adrian Gostick
988,Adrian Hall
989,Adrian Havill
990,Adrian Heath
991,Adrian Holloway
992,Adrian House
993,Adrian J Desmond
994,Adrian J. Slywotzky
995,Adrian Kingsley-Hughes
996,Adrian Levy
997,Adrian Lister
998,Adrian Malone
999,Adrian Matthews
1000,Adrian McGregor
1001,Adrian Mitchell
1002,Adrian Naef
1003,Adrian Nicole LeBlanc
1004,Adrian Nye
1005,Adrian Plass
1006,Adrian R. Martin
1007,Adrian Recinos
1008,Adrian Reynolds
1009,Adrian Richeri
1010,Adrian Rigelsford
1011,Adrian Robert
1012,Adrian Rogers
1013,Adrian Room
1014,Adrian Sargeant
1015,Adrian Savage
1016,Adrian Slywotzky
1017,Adrian Tame
1018,Adrian Tomine
1019,Adrian Van Kaam
1020,Adrian Weale
1021,Adrian White
1022,Adrian Wilson
1023,Adrian and Talley, Steven Malone
1024,Adrian, Jr. Call Parker
1025,Adriana Gabriel
1026,Adriana Rocha
1027,Adriana Rubio
1028,Adriana Trigiana
1029,Adriana Trigiani
1030,Adriane G Berg
1031,Adriane G. Berg
1032,Adrianne Blue
1033,Adrianne Byrd
1034,Adrianne Harun
1035,Adrianne Lee
1036,Adrieanne Lee
1037,Adriel D Chilson
1038,Adrien Arpel
1039,Adrien Stoutenburg
1040,Adrienne
1041,Adrienne Adams
1042,Adrienne B. Lieberman
1043,Adrienne Basso
1044,Adrienne Berofsky
1045,Adrienne Brodeur
1046,Adrienne Burns
1047,Adrienne Cecile Rich
1048,Adrienne Day
1049,Adrienne Dewolfe
1050,Adrienne Eisen
1051,Adrienne Ellis Reeves
1052,Adrienne Hall
1053,Adrienne Jack
1054,Adrienne Jansen
1055,Adrienne Katz
1056,Adrienne Keith
1057,Adrienne M. Brown
1058,Adrienne Martine-Barnes
1059,Adrienne Miller
1060,Adrienne Popper
1061,Adrienne Rich
1062,Adrienne Sharp
1063,Adrienne Staff
1064,Adrienne Welch
1065,Adrienne deWolfe
1066,Adrienne.
1067,Advent
1068,Adventure Imports
1069,Adventure Publications
1070,Adèle Geras
1071,Adélia Prado
1072,Aeleen Frisch
1073,Aeneus Gunn
1074,Aeron Clement
1075,Aerosmith
1076,Aeschylus
1077,Aesop
1078,Afdera Fonda
1079,Afi Scruggs
1080,Africa Fine
1081,Africville Genealogical Society
1082,Afua
1083,Agapi Stassinopoulos
1084,Agate Nesaule
1085,Agatha Anastasi
1086,Agatha Chrisitie
1087,Agatha Christe
1088,Agatha Christie
1089,Agatha Christie Mallowan
1090,Agatha Miller, Dame Christie
1091,Agatha christie
1092,Agehananda Bharati
1093,Agi Kiss
1094,Agile Rabbit Edition
1095,Aglaia Kremezi
1096,Aglaia Kremzi
1097,Aglaja Veteranyi
1098,Agnes Amberg
1099,Agnes B. Hatfield
1100,Agnes Bloumentzweig
1101,Agnes Bushell
1102,Agnes De Mille
1103,Agnes Desarthe
1104,Agnes Frank
1105,Agnes Hankiss
1106,Agnes Hooper Gottlieb
1107,Agnes Latham
1108,Agnes Miall
1109,Agnes Morley, Cleaveland
1110,Agnes Rossi
1111,Agnes Sanford
1112,Agnes Sligh Turnbull
1113,Agnes Von Kurowsky
1114,Agnes-Marie Grisebach
1115,Agnes. Toms
1116,Agneta Pleijel
1117,Agnetha Faltskog
1118,Agn�?¨s Desarthe
1119,Agn�?¨s Rosenstiehl
1120,Agnès Desarthe
1121,Agostinho da Silva
1122,Agota Kristof
1123,Agria
1124,Agusti De Miguel
1125,Agustin Gomez-Arcos
1126,Agustí Alcoberro
1127,Agustín García Martínez
1128,Agustín Villar Ledesma
1129,Aharon Appelfeld
1130,Ahdaf Soueif
1131,Aherne
1132,Ahlberg
1133,Ahmad Rashad
1134,Ahmad al-Tifashi
1135,Ahmadou Kourouma
1136,Ahmed Ali
1137,Ahmed Hoke
1138,Ahmed Marzouki
1139,Ahmed Osman
1140,Ahmed Rashid
1141,Ahmed Souaiaia
1142,Ahmet Bayaz
1143,Ahne
1144,Ahrendt
1145,Ai
1146,Ai Morinaga
1147,Ai Yazawa
1148,Ai-Ling Louie
1149,Aichinger
1150,Aidan Carl Mathews
1151,Aidan Chambers
1152,Aidan MacFarlane
1153,Aidan Macfarlane
1154,Aidan Mathews
1155,Aidan Meehan
1156,Aidan Nichols
1157,Aidan, MacFarlane
1158,Aiden Beaverson
1159,Aiden Shaw
1160,Aiden W. Tozer
1161,Aiken
1162,Aileen Armitage
1163,Aileen Humphrey
1164,Aileen Joyce
1165,Aileen Lucia Fisher
1166,Aileen Ludington
1167,Aileen Marron
1168,Aileen O'Bryan
1169,Aileen Paterson
1170,Aileen Schumacher
1171,Aileen Weintraub
1172,Aili Flint
1173,Aime Cesaire
1174,Aimee Bender
1175,Aimee Duvall
1176,Aimee Liu
1177,Aimee Martel
1178,Aimee Sommerfelt
1179,Aimee Thurlo
1180,Aimé Césaire
1181,Aine O'Connor
1182,Aini Rajanen
1183,Aino Trosell
